x_value,total_1,total_2
4773,5532,3620
4774,5536,3620
4775,5536,3620
4776,5531,3621
4777,5539,3616
4778,5547,3622
4779,5551,3626
4780,5559,3626
4781,5557,3622
4782,5559,3622
4783,5555,3628
4784,5561,3630
4785,5558,3636
4786,5553,3632
4787,5552,3637
4788,5553,3638
4789,5548,3640
4790,5542,3639
4791,5540,3635
4792,5547,3634
4793,5552,3635
4794,5559,3634
4795,5556,3632
4796,5560,3634
4797,5556,3632
4798,5558,3637
4799,5560,3638
4800,5565,3633
4801,5565,3631
4802,5566,3633
4803,5562,3630
4804,5561,3636
4805,5560,3638
4806,5555,3643
4807,5551,3639
4808,5553,3642
4809,5551,3645
4810,5548,3643
4811,5554,3649
4812,5557,3649
4813,5561,3649
4814,5558,3651
4815,5558,3653
4816,5561,3649
4817,5565,3653
4818,5573,3653
4819,5580,3653
4820,5579,3655
4821,5578,3659
4822,5580,3656
4823,5588,3652
4824,5582,3653
4825,5576,3649
4826,5570,3651
4827,5564,3646
4828,5566,3647
4829,5565,3650
4830,5570,3656
4831,5565,3662
4832,5572,3658
4833,5570,3663
4834,5567,3665
4835,5572,3668
4836,5579,3670
4837,5583,3668
4838,5582,3671
4839,5587,3668
4840,5582,3667
4841,5579,3672
4842,5586,3669
4843,5589,3675
4844,5588,3679
4845,5587,3684
4846,5586,3684
4847,5593,3685
4848,5598,3686
4849,5597,3682
4850,5601,3681
4851,5606,3677
4852,5602,3672
4853,5610,3675
4854,5604,3673
4855,5604,3677
4856,5610,3680
4857,5615,3677
4858,5616,3672
4859,5624,3668
4860,5624,3670
4861,5624,3671
4862,5626,3674
4863,5627,3673
4864,5626,3668
4865,5634,3666
4866,5641,3667
4867,5640,3667
4868,5636,3667
4869,5643,3668
4870,5643,3672
4871,5641,3669
4872,5649,3665
4873,5644,3670
4874,5649,3668
4875,5656,3663
4876,5661,3659
4877,5657,3663
4878,5656,3668
4879,5650,3671
4880,5645,3673
4881,5649,3677
4882,5654,3673
4883,5658,3673
4884,5662,3675
4885,5656,3672
4886,5657,3668
4887,5657,3663
4888,5653,3667
4889,5649,3666
4890,5656,3665
4891,5663,3660
4892,5668,3660
4893,5662,3658
4894,5662,3657
4895,5661,3660
4896,5655,3661
4897,5659,3661
4898,5663,3665
4899,5661,3665
4900,5659,3660
4901,5665,3661
4902,5670,3664
4903,5668,3661
4904,5675,3659
4905,5670,3664
4906,5664,3668
4907,5669,3674
4908,5667,3671
4909,5664,3677
4910,5671,3681
4911,5668,3687
4912,5670,3688
4913,5668,3685
4914,5675,3686
4915,5673,3687
4916,5678,3692
4917,5683,3696
4918,5684,3691
4919,5679,3693
4920,5674,3694
4921,5677,3700
4922,5680,3701
4923,5685,3700
4924,5691,3700
4925,5686,3696
4926,5694,3701
4927,5688,3704
4928,5691,3704
4929,5696,3702
4930,5702,3703
4931,5710,3706
4932,5718,3709
4933,5725,3709
4934,5727,3704
4935,5727,3700
4936,5725,3704
4937,5727,3704
4938,5723,3704
4939,5717,3707
4940,5717,3711
4941,5713,3708
4942,5708,3711
4943,5707,3712
4944,5713,3714
4945,5719,3712
4946,5725,3707
4947,5721,3710
4948,5721,3713
4949,5727,3713
4950,5726,3709
4951,5728,3712
4952,5730,3714
4953,5731,3714
4954,5726,3720
4955,5734,3723
4956,5740,3726
4957,5747,3724
4958,5754,3726
4959,5761,3731
4960,5757,3730
4961,5752,3726
4962,5746,3723
4963,5748,3725
4964,5756,3730
4965,5750,3727
4966,5748,3723
4967,5749,3728
4968,5756,3725
4969,5759,3730
4970,5761,3725
4971,5763,3725
4972,5770,3729
4973,5765,3727
4974,5766,3722
4975,5768,3723
4976,5768,3728
4977,5769,3732
4978,5764,3732
4979,5766,3737
4980,5767,3733
4981,5775,3732
4982,5779,3736
4983,5775,3732
4984,5779,3732
4985,5784,3731
4986,5791,3729
4987,5790,3725
4988,5791,3723
4989,5799,3719
4990,5794,3721
4991,5800,3717
4992,5807,3717
4993,5808,3723
4994,5804,3729
4995,5802,3732
4996,5804,3736
4997,5812,3734
4998,5806,3737
4999,5802,3736
5000,5807,3738
5001,5808,3738
5002,5804,3741
5003,5802,3746
5004,5798,3743
5005,5803,3744
5006,5799,3743
5007,5804,3746
5008,5809,3751
5009,5817,3753
5010,5812,3750
5011,5806,3748
5012,5812,3751
5013,5818,3746
5014,5820,3747
5015,5825,3753
5016,5827,3748
5017,5835,3749
5018,5836,3745
5019,5834,3740
5020,5828,3740
5021,5831,3735
5022,5826,3741
5023,5823,3737
5024,5823,3738
5025,5818,3738
5026,5818,3737
5027,5812,3741
5028,5817,3743
5029,5812,3744
5030,5809,3745
5031,5806,3750
5032,5810,3748
5033,5816,3751
5034,5821,3750
5035,5829,3745
5036,5827,3750
5037,5834,3755
5038,5841,3761
5039,5845,3757
5040,5848,3752
5041,5849,3752
5042,5850,3755
5043,5845,3750
5044,5841,3751
5045,5836,3752
5046,5840,3757
5047,5838,3758
5048,5836,3756
5049,5830,3758
5050,5830,3760
5051,5837,3758
5052,5844,3758
5053,5841,3764
5054,5838,3764
5055,5837,3761
5056,5841,3764
5057,5838,3767
5058,5836,3767
5059,5834,3769
5060,5842,3764
5061,5849,3766
5062,5845,3761
5063,5849,3767
5064,5856,3763
5065,5859,3763
5066,5854,3759
5067,5854,3754
5068,5853,3757
5069,5861,3759
5070,5856,3757
5071,5862,3759
5072,5865,3754
5073,5870,3760
5074,5871,3759
5075,5879,3764
5076,5879,3766
5077,5878,3765
5078,5879,3764
5079,5873,3761
5080,5881,3758
5081,5883,3760
5082,5880,3757
5083,5888,3755
5084,5891,3755
5085,5892,3755
